pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	sysdat	usno
7-4-38	0	07104		101	07104	1	060102		027	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	66794	66794	66794	66794	大臺北區瓦斯公司使用萬華區華江段三小段505-19地號(萬華274號糖部公園)，面積32.97平方公尺，每平方公尺年使用費2,025.9元，公告地價：40,518元/平方公尺。					0010/04	
7-4-38	0	07104		101	07104	1	060102		028	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	26680	26680	26680	26680	大臺北區瓦斯公司使用內湖區潭美段四小段618-2地號(內湖31號潭美公園綠地)，面積8平方公尺，每平方公尺年使用費1,650元，公告地價：33,000元/平方公尺。潭美段三小段218-3地號(內湖77號週美綠地)，面積8平方公尺，每平方公尺年使用費1,685元，公告地價：33,700元/平方公尺。					0010/04	
7-4-38	0	07104		101	07104	1	060102		029	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	7875	7875	7875	7875	陽明山瓦斯公司使用士林區福林段一小段8地號(士林3號至善公園)，面積11.25平方公尺，每平方公尺年使用費700元，公告地價：14,000元/平方公尺。					0010/04	
7-4-39	0	07104		101	07104	1	060102		030	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	83200	83200	83200	83200	陽明山瓦斯公司使用士林區芝山段三小段256-1、260地號(士林20號芝山公園)，面積26平方公尺，每平方公尺年使用費3,200元，公告地價：64,000元/平方公尺。					0010/04	
7-4-39	0	07104		101	07104	1	060102		031	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	40465	40465	40465	40465	陽明山瓦斯公司使用士林區永平段三小段660地號(士林130號綠地)，面積31.49平方公尺，每平方公尺年使用費1,285元，公告地價：25,700元/平方公尺。					0010/04	
7-4-39	0	07104		101	07104	1	060102		032	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	12724	12724	12724	12724	陽明山瓦斯公司使用北投區溫泉段四小段258-3地號(北投61號磺港公園)，面積6.75平方公尺，每平方公尺年使用費1,885元，公告地價:37,700元/平方公尺。					0010/04	
7-4-39	0	07104		101	07104	1	060102		033	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	20220	20220	20220	20220	欣湖天然氣股份有限公司使用東湖段8小段22地號(內湖118公園)，面積12平方公尺，每平方公尺年使用費1,685元，公告地價：33,700元/平方公尺。					1000531	
7-4-39	0	07104		101	07104	1	060102		034	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	3983	3983	3983	3983	欣湖天然氣股份有限公司使用內湖區東湖段七小段497地號(內湖73號安康公園)，面積2.25平方公尺，每平方公尺年使用費1,770元，公告地價：35,400元/平方公尺。					1000531	
7-4-54	0	07104		101	07104	1	060102		118	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	20475	20475	20475	20475	張聰吉使用北投區豐年段二小段629-2、634-1地號（北投161號綠地），面積65平方公尺，每平方公尺年使用費315元，公告地價：6,300元/平方公尺。					1000310	BGT
7-4-54	0	07104		101	07104	1	060102		119	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	32432	32432	32432	32432	聖忠堂使用北投區豐年段四小段170-2地號（北投243號公園），面積48.48平方公尺，每平方公尺年使用費669元（以6折計），公告地價：22,300元/平方公尺。					1000318	BGT
7-4-54	0	07104		101	07104	1	060102		120	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	43724	43724	43724	43724	吳金生使用北投區豐年段四小段168、170地號（北投243號公園），面積65.36平方公尺，每平方公尺年使用費669元（以6折計），公告地價：22,300元/平方公尺。					1000318	BGT
7-4-54	0	07104		101	07104	1	060102		121	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	78004	78004	78004	78004	吳土圳使用北投區豐年段四小段168地號（北投243號公園），面積109.96平方公尺，面積100平方公尺以下每平方公尺年使用費669元(以6折計)，超過100平方公尺部分每平方公尺年使用費1,115元，公告地價：22,300元/平方公尺。					1000822	BGT
7-4-55	0	07104		101	07104	1	060102		122	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	44008	44008	44008	44008	林黃錐俊使用北投區豐年段四小段168地號（北投243號公園），面積65.78平方公尺，每平方公尺年使用費669元（以6折計），公告地價：22,300元/平方公尺。					1000822	BGT
7-4-64	0	07104		101	07104	1	090101		001	依臺北市政府路燈電費認捐要點辦理。	1010101	1011231	年	1		0		0		0	1	100000	100000	100000	100000	機關、團體或個人認捐路燈電費。					1000704	BGT
7-5-24	0	07105		101	07105	1	030101		001	依「臺北市政府工務局衛生下水道工程處處理違反下水道法污水下水道部分案件執行要點」規定辦理	1010101	1011231	件	10		0		0		0	10	6000	60000	60000	60000	預估違規案件 6,000元/件 ×10件＝60,000元 ¶(未於公告開始使用之日起6個月內與污水下水道完成連接使用者，罰6,000元。)					1000323	
7-5-24	0	07105		101	07105	1	030101		002	依「臺北市政府工務局衛生下水道工程處處理違反下水道法污水下水道部分案件執行要點」規定辦理	1010101	1011231	件	50		0		0		0	50	3000	150000	150000	150000	預估一般用戶違規案件 3,000元/件 ×50件＝150,000元 ¶(未經下水道管理機關查驗合格，即行連接使用污水下水道者或一般用戶排洩下水水質超過公告水質標準，而不依限期改善者，罰3,000元。)					1000323	
7-5-24	0	07105		101	07105	1	030101		003	依「臺北市政府工務局衛生下水道工程處處理違反下水道法污水下水道部分案件執行要點」規定辦理	1010101	1011231	件	12		0		0		0	12	5000	60000	60000	60000	預估事業用戶違規案件 5,000元/件 ×12件＝60,000元 ¶(事業用戶排洩下水水質超過公告水質標準，而不依限期改善者，罰5,000元。)					1000323	BGT
7-5-28	0	07105		101	07105	1	040101		001	依內政部營建署98年4月14日內政部臺內營字第0980802537號令修正「下水道用戶排水設備承裝商管理規則」辦理	1010101	1011231	件	40		0		0		0	40	2000	80000	80000	80000	審查費收入2,000元×40件=80,000元。					1000323	BGT
7-5-30	0	07105		101	07105	1	040102		001	依內政部營建署98年4月14日內政部臺內營字第0980802537號令修正「下水道用戶排水設備承裝商管理規則」辦理	1010101	1011231	件	100		0		0		0	100	200	20000	20000	20000	證冊費收入200元×100件=20,000元。					0010/23	BGT
7-5-36	0	07105		101	07105	1	040205		001	依本府90年6月6日府法三字第9005538800號令修正「臺北市污水下水道使用費徵收自治條例」辦理	1010101	1011231	年	1		0		0		0	1	1101999960	1101999960	1101999960	1101999960	1.污水下水道用戶使用費收入1年約¶  1,092,000,000元，明細如下：¶  5元/度 ×700,000戶×26度/月 ¶  ×12月=1,092,000,000元。¶2.代處理水肥收入每月約9,980噸，每噸¶  83.5元，83.5元/噸 ×9,980噸 ×12月¶  =9,999,960元。					1000822	BGT
7-5-38	0	07105		101	07105	1	060105		001	依90年10月31日總統華總一義字第9000214000號令修正「促進民間參與公共建設法」辦理	1010101	1011231	年	1		0		0		0	1	1200000	1200000	1200000	1200000	「迪化溫水游泳池(含旅客服務站)營運移轉案(第3期)」權利金收入。					1000822	BGT
2-15-16	0	02122		101	02122	1	040101		001	依據農業發展條例第75條規定辦理。	1010101	1011231	年	1		0		0		0	1	26000	26000	26000	26000	農業用地作農業使用證明書審查費收入。					1000406	
2-15-18	0	02122		101	02122	1	040202		001	依據臺北市政府財政局93年4月22日府財一字第09304251200號函辦理。	1010101	1011231	位	52	月	12		0		0	52x12	1500	936000	936000	936000	行政中心地下停車場停車費收入。					0010/08	
2-15-18	0	02122		101	02122	1	040202		002	依據臺北市政府財政局93年4月22日府財一字第09304251200號函辦理。	1010101	1011231	位	23	月	12		0		0	23x12	1400	386400	386400	386400	行政中心1樓平面停車場停車費收入。					0010/08	
2-15-18	0	02122		101	02122	1	040202		003	依據臺北市政府財政局93年4月22日府財一字第09304251200號函辦理。	1010101	1011231	位	150	月	12		0		0	150x12	100	180000	180000	180000	行政中心地下停車場機車停車費收入。					0010/08	
2-15-18	0	02122		101	02122	1	040202		004	依據臺北市區民活動中心設置管理要點規定辦理。	1010101	1011231	年	1		0		0		0	1	943600	943600	943600	943600	本區各區民活動中心場地出借收入明細如下：¶1.西村區民活動中心1,250元*1年*150次=¶　187,500元。¶2.興雅區民活動中心750元*1年*50次=¶　37,500元。¶3.黎忠區民活動中心750元*1年*150次=¶　112,500元。¶4.永春區民活動中心500元*1年*100次=¶　50,000元。¶5.正和區民活動中心350元*1年*80次=¶　28,000元。¶6.景勤區民活動中心750元*1年*100次=¶　75,000元。¶7.三張區民活動中心350元*1年*100次=¶　35,000元。¶8.六合區民活動中心350元*1年*60次=¶　21,000元。¶9.惠安區民活動中心350元*1年*60次=¶　21,000元。¶10.全年度電費收入341,600元、水費收入¶　34,500元。					1000620	
2-15-19	0	02122		101	02122	1	040202		005	依據臺北市各區行政中心禮堂場地使用管理辦法規定辦理。	1010101	1011231	年	1		0		0		0	1	500000	500000	500000	500000	行政中心大禮堂及地下1樓臨時攤位出借收入。					1000620	
2-15-19	0	02122		101	02122	1	040202		006	依據臺北市公民會館設置使用管理辦法規定辦理。	1010101	1011231	次	200		0		0		0	200	3000	600000	600000	600000	信義公民會館場地出借收入。					1000620	
2-15-21	0	02122		101	02122	1	060103		001	依據臺北市市有公用房地提供使用辦法規定辦理。	1010101	1011231	月	12		0		0		0	12	130000	1560000	1560000	1560000	臺北市信義區行政中心地下1樓固定攤位租金收入。					0010/08	
7-3-24	0	07103		101	07103	1	040202		004	依「臺北市共同管道管理辦法」規定辦理。	1010101	1011231	年	1		0		0		0	1	124000	124000	124000	124000	依據「臺北市共同管道管理辦法」向申請使用共同管道之中華電信北區分公司士林營運處收取使用費收入：¶年使用費(元╱年、公尺)＝年總營運成本(元)÷總長度(公尺)×使用空間(使用截面積比率)×X(管線價值係數)¶年總營運成本=826,614元、總長度=500公尺、使用截面積比率=35/280、X=1.2(雙絞線)、使用長度=500公尺¶年使用費(元╱年、公尺)＝826,614÷500×35/280×1.2=248元¶1年使用費＝年使用費(元╱年、公尺)×使用長度¶¶248元/年、公尺×500公尺=124,000元。¶本年度收入如列數。					1000822	
7-3-40	0	07103		101	07103	1	060102		052	依「臺北市市有房地被無權占用使用補償金計收原則」辦理。	1010101	1011231	年	1		0		0		0	1	5112235	5112195	5112235	5112235	依「臺北市市有房地被無權占用使用補償金計收原則」計收，預計本年度收入如列數。					1000809	
7-3-46	0	07103		101	07103	1	100202		002	依「預算法」、「會計法」及相關規定辦理。	1010101	1011231	年	1		0		0		0	1	10000	10000	10000	10000	其他零星雜項收入按實際收入數隨時繳庫，本年度收入如列數。					1000822	
7-3-40	0	07103		101	07103	1	060102		053	依「臺北市市有房地被無權占用使用補償金計收原則」辦理。	1010101	1011231	年	1		0		0		0	1	2997680	2997680	2997680	2997680	依法院訴訟判決追討使用補償金如列數。					0010/10	
7-3-44	0	07103		101	07103	1	070201		001	「預算法」第86條及「臺北市地方總預算執行自治條例」第4條等相關規定	1010101	1011231	年	1		0		0		0	1	13018326	13018326	13018326	13018326	共同管道基金作業賸餘繳庫收入如列數(新增)。					1000915	BGT
7-3-39	0	07103		101	07103	1	060102		046	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	279372	279372	279372	279372	法人美國在台協會位於本市大安區瑞安段1小段134、232地號土地，使用面積124平方公尺，依99年度公告地價每平方公尺75,100元，以年息3%概估本年度年租金如列數(新增)。					1000915	BGT
7-3-39	0	07103		101	07103	1	060102		047	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	17020	17020	17020	17020	法人臺北汽車客運股份有限公司使用本市南港區舊莊段二小段34、34-1地號土地，使用面積分別為200及7平方公尺，依99年度公告地價分別為每平方公尺1,646及1,600元，以年息5%概估本年度年租金如列數(新增)。					1000915	BGT
7-3-39	0	07103		101	07103	1	060102		048	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	22050	22050	22050	22050	財團法人達宸工程實業有限公司使用本市北投區豐年段一小段792-1地號土地，使用面積為70平方公尺，依99年度公告地價為每平方公尺6,300元，以年息5%概估本年度年租金如列數(新增)。					1000915	BGT
7-3-40	0	07103		101	07103	1	060102		049	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	5400	5400	5400	5400	法人永吉豐國際有限公司使用本市信義區犁和段一小段316-2地號土地，使用面積為45平方公尺，依99年度公告地價為每平方公尺2,400元，以年息5%概估本年度年租金如列數(新增)。					1000915	BGT
7-3-40	0	07103		101	07103	1	060102		050	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	68904	68904	68904	68904	法人大眾電信公司使用本市信義區祥和段一小段6-6地號、祥和段四小段102-1、107-22、105-9地號、富德段三小段366-2、367地號土地，使用面積為2.5平方公尺，核算基準採基期、近期物價指數與璧掛使用費乘績後為每月5,080元，另加計估算每月電費662元，租金如列數(新增)。					1000915	BGT
7-3-40	0	07103		101	07103	1	060102		051	依「臺北市市有土地出租租金計收基準」辦理。	1010101	1011231	年	1		0		0		0	1	1349642	1349642	1349642	1349642	法人臺灣電力股份有限公司輸變電工程北區施工處使用本市內湖區舊宗段115地號土地，使用面積為1,074平方公尺，依99年度公告地價為每平方公尺25,133元，以年息5%概估本年度年租金如列數(新增)。					1000915	BGT
7-1-24	0	07101		101	07101	1	100201		001	依地政處函文撤銷原徵收土地，將稅款及土地價款繳庫。	1010101	1011231	年	1		0		0		0	1	2000000	2000000	2000000	2000000	撤銷原徵收土地，將稅款及業主繳回之土地價款繳庫。					1000318	
7-1-26	0	07101		101	07101	1	100202		001	依「預算法」、「會計法」及相關規定辦理。	1010101	1011231	年	1		0		0		0	1	10100	10100	10100	10100	其他零星雜項收入。					1000822	
7-1-22	0	07101		101	07101	1	060201		001	依本府98.11.10府授財產字第09832898200號函修正「臺北市市有財產報廢處理原則」辦理。	1010101	1011231	年	1		0		0		0	1	20000	20000	20000	20000	材料試驗後遺留廢棄鋼筋殘值收入。					1000822	
7-1-20	0	07101		101	07101	1	040203		001	依「行政程序法」、「檔案法」及「臺北市政府及所屬各機關學校處理閱卷作業要點」辦理。	1010101	1011231	年	1		0		0		0	1	100	100	100	100	閱卷費用每2小時20元，閱卷人使用機關設備或材料以閱卷收費標準計算，共計如列數。					0010/18	
7-1-18	0	07101		101	07101	1	040202		001	依行政院100.6.22院授人給字第10000406581號函修正「全國軍公教員工待遇支給要點」辦理。	1010101	1011231	月	12		0		0		0	12	2100	25200	25200	25200	配住公有房舍員工扣繳房租津貼收入，按月辦理繳庫：¶1.薦任600元x1人x12月=7,200元。¶2.委任500元x3人x12月=18,000元。¶3.合計25,200元。					1000822	
7-1-18	0	07101		101	07101	1	040202		002	依本府100.7.12府授秘總字第10031008200號函修正「臺北市政府所屬各機關學校職務宿舍設置管理要點」辦理。	1010101	1011231	月	12		0		0		0	12	1560	18720	18720	18720	配住單房間職務宿舍員工扣繳宿舍使用費收入，按月辦理繳庫：¶職員390元x4人x12月=18,720元。					1000822	
7-2-24	0	07102		101	07102	1	030101		001	依水利法第78條及第78條之1規定辦理	1010101	1011231	年	1		0		0		0	1	50000	50000	50000	50000	取締違反河川地使用案件：                         其他經主管機關公告與河川管理有關之使用行為10,000元/件 x 5件=50,000元。					1000704	
7-2-26	0	07102		101	07102	1	030301		001	依有關法令規章辦理	1010101	1011231	年	1		0		0		0	1	8285000	7025000	8285000	8285000	工程逾期罰款及各項違約罰款等收入。					1000805	
7-2-30	0	07102		101	07102	1	040202		001	依本府100.7.12府授秘總字第10031008200號函修正臺北市政府所屬各機關學校職務宿舍設置管理要點	1010101	1011231	年	1		0		0		0	1	49884	49884	49884	49884	配借住職務宿舍扣繳之房租津貼及宿舍使用費收入：¶每月797元x1人x12月=9,564元¶每月1,150元x2人x12月=27,600元¶每月1,060元x1人x12月=12,720元¶以上合計49,884元。					1000824	
7-2-33	0	07102		101	07102	1	060102		001	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理	1010101	1011231	年	1		0		0		0	1	120489	120489	120489	120489	富叡股份有限公司（關渡大業加油站）使用本市北投區豐年段1小段405-1、406、407、408-2號土地，使用面積共264.81平方公尺，依99年度公告地價每平方公尺9,100元，以年息5%計算，概估101年度租金收入120,489元。					1000822	
19-4-14	0	19112		101	19112	1	040101		003	地籍測量實施規則第209條	1010101	1011231	筆	10		0		0		0	10	400	4000	4000	4000	地目變更勘測費收入。					0010/21	
19-5-14	0	19113		101	19113	1	040101		002	地籍測量實施規則第268條	1010101	1011231	年	1		0		0		0	1	3200000	3200000	3200000	3200000	建物測量費收入。					1000322	
2-12-20	0	02112		101	02112	1	040202		004	依據97年2月25日臺北市政府(97)府都住字第09780556200號函暨都市發展局「臺北市國民住宅租賃契約書」。	1010101	1011231	戶	70	月	12		0		0	70x12	650	546000	546000	546000	東湖C、E基地國民住宅管理維護費收入。					0010/28	
2-12-22	0	02112		101	02112	1	060103		001	依據97年2月25日臺北市政府(97)府都住字第09780556200號函暨都市發展局「臺北市國民住宅租賃契約書」。	1010101	1011231	戶	4	月	12		0		0	4x12	12100	580800	580800	580800	東湖C基地國民住宅租金收入。					0010/28	
2-12-22	0	02112		101	02112	1	060103		002	依據97年2月25日臺北市政府(97)府都住字第09780556200號函暨都市發展局「臺北市國民住宅租賃契約書」。	1010101	1011231	戶	36	月	12		0		0	36x12	11100	4795200	4795200	4795200	東湖C基地國民住宅租金收入。					0010/28	
5-4-25	0	05114		101	05114	1	100202		008	依臺北市政府所屬各機關政府出版品管理要點辦理。	1010101	1011231	本	1280		0		0		0	1280	105	134400	134400	134400	出售天文年鑑出版品收入(團購20本(含)以上)。					1000822	
2-12-22	0	02112		101	02112	1	060103		003	依據97年2月25日臺北市政府(97)府都住字第09780556200號函暨都市發展局「臺北市國民住宅租賃契約書」。	1010101	1011231	戶	8	月	12		0		0	8x12	11100	1065600	1065600	1065600	東湖E基地國民住宅租金收入。					0010/28	
2-12-22	0	02112		101	02112	1	060103		004	依據97年2月25日臺北市政府(97)府都住字第09780556200號函暨都市發展局「臺北市國民住宅租賃契約書」。	1010101	1011231	戶	26	月	12		0		0	26x12	10100	3151200	3151200	3151200	東湖E基地國民住宅租金收入。					0010/28	
2-12-20	0	02112		101	02112	1	040202		005	依據100年1月25日「臺北市凱達格蘭文化館場地使用管理辦法」。	1010101	1011231	月	12		0		0		0	12	5000	60000	60000	60000	凱達格蘭文化館場地使用費收入。					1000328	
2-12-24	0	02112		101	02112	1	100202		001	依據政府採購法第29條及其子法「政府採購公告及公報發行辦法」等規定辦理。	1010101	1011231	年	1		0		0		0	1	8000	8000	8000	8000	招標文件工本費收入。					0010/28	
2-12-24	0	02112		101	02112	1	100202		002	依據96年11月15日府授研四字第09633843500號函「臺北市政府所屬各機關政府出版品管理要點」辦理。	1010101	1011231	年	1		0		0		0	1	700	700	700	700	政府出版品銷售收入。					0010/28	
2-12-20	0	02112		101	02112	1	040202		006	依據98年11月25日臺北市政府原民會「臺北市原住民文化經濟中心-凱達格蘭文化館」提供使用行政契約。	1010101	1011231	月	12		0		0		0	12	5500	66000	66000	66000	凱達格蘭文化館原住民文化經濟中心場地使用費收入。					0010/28	
10-2-14	0	10102		101	10102	1	040202		001	依據臺北市市有公用房地提供使用辦法及臺北市政府勞工局就業服務處場地使用管理辦法辦理。	1010101	1011231	年	1	場	35		0		0	1x35	1200	42000	42000	42000	就業促進研習班場地租借收入。					1000325	
15-7-17	0	15107		101	15107	1	040202		023	規費法。	1010101	1011231	張	11800		0		0		0	11800	100	1180000	1180000	1180000	演出售票收入。					0010/22	
15-7-17	0	15107		101	15107	1	040202		024	依照本館場地使用管理辦法辦理。	1010101	1011231	場	46		0		0		0	46	8000	368000	368000	368000	親子劇場早上場演出場地使用費。					0010/22	
19-6-22	0	19114		101	19114	1	040203		004	土地法第79條之2	1010101	1011231	張	212475		0		0		0	212475	20	4249500	4249500	4249500	地籍資料謄本費(電腦列印)。					0010/16	
19-6-22	0	19114		101	19114	1	040203		005	土地法第79條之2	1010101	1011231	張	6000		0		0		0	6000	10	60000	60000	60000	登記申請書及其附件影印工本費。					0010/16	
19-6-24	0	19114		101	19114	1	040206		001	界標管理辦法第6條	1010101	1011231	支	550		0		0		0	550	45	24750	24750	24750	販售塑膠土地界標。					0010/16	
19-6-24	0	19114		101	19114	1	040206		002	界標管理辦法第6條	1010101	1011231	支	1025		0		0		0	1025	10	10250	10250	10250	販售鋼釘土地界標。					0010/16	
19-6-22	0	19114		101	19114	1	040203		006	使用者付費原則	1010101	1011231	件	10	年	1		0		0	10x1	34	340	340	340	寄發民眾網路申請謄本郵資。					0010/16	
19-6-22	0	19114		101	19114	1	040203		007	臺北市政府及所屬機關學校提供政府資訊收費標準	1010101	1011231	年	1		0		0		0	1	60	60	60	60	民眾閱卷影印文件材料費。					0010/16	
19-7-12	0	19115		101	19115	1	030101		001	土地法第73條	1010101	1011231	年	1		0		0		0	1	2450000	2450000	2450000	2450000	土地建物登記逾期罰鍰收入。					1000318	
19-7-14	0	19115		101	19115	1	040101		001	地籍測量實施規則第209條	1010101	1011231	年	1		0		0		0	1	4700000	4700000	4700000	4700000	土地複丈費收入。					1000316	
19-7-14	0	19115		101	19115	1	040101		002	地籍測量實施規則第268條	1010101	1011231	年	1		0		0		0	1	2592640	2592640	2592640	2592640	建物測量費收入。					0010/16	
19-7-14	0	19115		101	19115	1	040101		003	地籍測量實施規則第209條	1010101	1011231	筆	6		0		0		0	6	400	2400	2400	2400	地目變更勘測費收入。					0010/16	
19-7-18	0	19115		101	19115	1	040103		001	土地法第65條　	1010101	1011231	年	1		0		0		0	1	4420000	4368000	4420000	4420000	土地建物所有權第1次登記費收入，按權利價值千分之二計徵。					1000706	
19-7-18	0	19115		101	19115	1	040103		002	土地法第76條　	1010101	1011231	年	1		0		0		0	1	165580000	163632000	165580000	165580000	土地建物權利變更登記費收入，按申報地價或權利價值千分之一計徵。					1000706	
19-7-26	0	19115		101	19115	1	060201		001	臺北市市有財產管理自治條例	1010101	1011231	年	1		0		0		0	1	11000	11000	11000	11000	廢舊物品報廢變賣收入。					1000316	
19-7-22	0	19115		101	19115	1	040203		001	土地法第79條之2	1010101	1011231	筆	16720		0		0		0	16720	20	334400	334400	334400	電腦處理地籍資料閱覽費收入。					1000316	
19-7-22	0	19115		101	19115	1	040203		002	行政程序法第46條、臺北市政府及所屬機關學校提供政府資訊收費標準　	1010101	1011231	年	1		0		0		0	1	1000	1000	1000	1000	民眾申請閱卷之閱覽費收入。					0010/16	
19-7-22	0	19115		101	19115	1	040203		003	土地法第79條之2	1010101	1011231	張	40524		0		0		0	40524	5	202620	202620	202620	地籍登記謄本費收入(人工影印)。					1000316	
19-7-22	0	19115		101	19115	1	040203		004	土地法第79條之2	1010101	1011231	張	5930		0		0		0	5930	10	59300	59300	59300	登記申請書及其附件影印工本費收入。					1000316	
19-7-22	0	19115		101	19115	1	040203		005	土地法第79條之2	1010101	1011231	張	50		0		0		0	50	15	750	750	750	土地地籍圖謄本費收入(人工影印)。					0010/16	
19-7-22	0	19115		101	19115	1	040203		006	土地法第79條之2	1010101	1011231	張	415050		0		0		0	415050	20	8301000	8301000	8301000	地籍資料謄本費收入(電腦列印)。					1000316	
19-7-16	0	19115		101	19115	1	040102		001	土地法第67條及第79條之2	1010101	1011231	張	61250		0		0		0	61250	80	4800000	4900000	4900000	土地建物登記書狀及工本費收入。					1000705	
19-7-24	0	19115		101	19115	1	040206		001	界標管理辦法第6條、臺北市土地界標申購辦法第4條	1010101	1011231	支	1700		0		0		0	1700	10	17000	17000	17000	販售鋼釘土地界標收入。					1000316	
7-4-50	0	07104		101	07104	1	060102		093	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	102286	102286	102286	102286	北投3號(復興公園)觀音佛堂使用北投區新民段三小段470地號，面積108平方公尺面積100平方公尺以下每平方公尺年使用費902.52元(以6折計)，超過100平方公尺部分每平方公尺年使用費1,504.2元，公告地價:30,084元/平方公尺。					1000822	
7-4-50	0	07104		101	07104	1	060102		094	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	79938	79938	79938	79938	北投13號(榮華公園)福佑宮使用北投區振興段一小段2-8地號，面積51.44平方公尺，每平方公尺年使用費1,554元(以6折計)，公告地價:51,800元/平方公尺。					0010/04	
7-4-50	0	07104		101	07104	1	060102		095	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	3935	3935	3935	3935	北投56號(地熱谷公園)萬應宮使用北投區新民段四小段320、321地號，面積8.25平方公尺，每平方公尺年使用費477元(以6折計)，公告地價:15,900元/平方公尺。					0010/04	
7-4-50	0	07104		101	07104	1	060102		096	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	3250	3250	3250	3250	松山145號(敦中公園綠地)應媽廟使用松山區敦化段二小段401地號，面積1.6平方公尺，每平方公尺年使用費2,031元(以6折計)，公告地價:67,700元/平方公尺。					0010/04	
7-4-50	0	07104		101	07104	1	060102		097	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	15498	15498	15498	15498	信義169號(富生公園綠地)永吉福德宮使用信義區雅祥段三小段615地號，面積9平方公尺，每平方公尺年使用費1,722元(以6折計)，公告地價:57,400元/平方公尺。					0010/04	
7-4-50	0	07104		101	07104	1	060102		098	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	99900	99900	99900	99900	信義173號(中坡公園)進安宮使用信義區虎林段二小段527、558、559地號，527地號面積36平方公尺，每平方公尺年使用費2,083.02元(以6折計)，公告地價:69,434元/平方公尺。558地號面積2平方公尺，每平方公尺年使用費2,286元(以6折計)，公告地價:76,200元。559地號面積10平方公尺，每平方公尺年使用費2,034.09元(以6折計)，公告地價:67,803元/平方公尺。					1000310	
7-4-51	0	07104		101	07104	1	060102		099	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	17293	17293	17293	17293	信義357號(中強公園)三長廟使用信義區信義段五小段4地號，面積9.99平方公尺，每平方公尺年使用費1,731元(以6折計)，公告地價:57,700元/平方公尺。					0010/04	
7-4-51	0	07104		101	07104	1	060102		100	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	81540	81540	81540	81540	南港2號(玉成公園)福德宮使用南港區玉成段五小段803地號，面積41平方公尺，每平方公尺年使用費1,988.76元(以6折計)，公告地價:66,292元/平方公尺。					1000310	
